Fid,SourcedFrom,FileTimeUtc,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,Payload,SourceIpCountryCode,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,SourceIpMetroCode,SourceIpAreaCode,HttpRequest,Label
203.205.160.19-10.42.0.211-80-45332-6,SinkHoleMessage,1.31E+17,175.140.89.43,29571,AS4788,204.95.99.109,333,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.14-10.42.0.42-443-43609-6,SinkHoleMessage,1.31E+17,27.131.53.243,56812,AS23678,204.95.99.100,4040,Unknown,MY,12,Klang,3.0333,101.45,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
180.149.136.194-10.42.0.211-443-55746-6,SinkHoleMessage,1.31E+17,183.171.161.239,50432,AS10030,204.95.99.109,333,Unknown,MY,12,Ampang,3.15,101.7667,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.170-10.42.0.151-443-56756-6,SinkHoleMessage,1.31E+17,175.139.96.173,53872,AS4788,204.95.99.109,88,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
152.163.56.2-10.42.0.151-443-40158-6,SinkHoleMessage,1.31E+17,203.106.148.163,19726,AS4788,204.95.99.109,88,Unknown,MY,9,Penang,5.4112,100.3354,0,0,lv0njxq80w0rm 4_16D588DF0njxq802012-20141024GU0njxq80Administrator0njxq800njxq80WIN_7 X86 SP10njxq800.4d0njxq80Y0njxq80--,RECONNAISSANCE
172.217.9.238-10.42.0.151-443-55737-6,SinkHoleMessage,1.31E+17,110.159.54.226,19017,AS4788,204.95.99.86,1644,Unknown,MY,2,Sungai Petani,5.647,100.4877,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-54.230.38.132-57123-443-6,SinkHoleMessage,1.31E+17,60.51.216.101,5256,AS4788,204.95.99.109,1177,Unknown,MY,,,2.5,112.5,0,0,FLz0IaZKg8+Q51KaJghjeIls+sPbLlP/D8hdnJ74FgPKgRRDgFjzi0lAvM4OtCd+anUifxFWgxfccFXVe8Qjrg==,RECONNAISSANCE
216.58.219.238-10.42.0.211-443-55872-6,SinkHoleMessage,1.31E+17,118.101.200.101,48604,AS4788,204.95.99.31,333,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-69.147.82.61-36535-443-6,SinkHoleMessage,1.31E+17,49.236.193.2,62197,AS17971,204.95.99.86,1644,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.1-10.42.0.42-53-57574-17,SinkHoleMessage,1.31E+17,175.142.64.95,51245,AS4788,204.95.99.86,1644,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.211-104.192.110.245-33528-80-6,SinkHoleMessage,1.31E+17,103.1.69.93,52069,AS45960,204.95.99.86,2164,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,DDOS
151.101.129.140-10.42.0.151-443-57670-6,SinkHoleMessage,1.31E+17,202.170.57.248,64759,AS24090,204.95.99.26,1993,Unknown,MY,9,Penang,5.4112,100.3354,0,0,33|,DDOS
172.217.12.163-10.42.0.42-443-43955-6,SinkHoleMessage,1.31E+17,124.13.26.251,56665,AS4788,204.95.99.109,1888,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-117.121.27.13-41668-80-6,SinkHoleMessage,1.31E+17,210.186.55.39,7411,AS4788,204.95.99.31,1920,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-106.11.14.99-36806-443-6,SinkHoleMessage,1.31E+17,60.54.90.231,50517,AS4788,204.95.99.86,888,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,WORMS
180.149.153.234-10.42.0.151-80-38552-6,SinkHoleMessage,1.31E+17,60.54.188.185,62519,AS4788,204.95.99.118,3400,Unknown,MY,1,Baru,1.4655,103.7578,0,0,A,RECONNAISSANCE
172.217.6.234-10.42.0.211-443-35438-6,SinkHoleMessage,1.31E+17,175.145.226.107,24810,AS4788,204.95.99.109,333,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,DDOS
180.149.135.239-10.42.0.211-80-34174-6,SinkHoleMessage,1.31E+17,175.145.177.151,62159,AS4788,204.95.99.109,333,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.211-36.248.26.152-59349-80-6,SinkHoleMessage,1.31E+17,115.135.255.19,59500,AS4788,204.95.99.31,288,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-8938-53-17,SinkHoleMessage,1.31E+17,175.141.204.91,21894,AS4788,204.95.99.109,1177,Unknown,MY,11,Kuching,1.55,110.3333,0,0,FLz0IaZKg8+Q51KaJghjeMkIMGfaIYddQZ20uwG8dfeKWqYZnol5vNvg9pf96pX6,RECONNAISSANCE
203.205.158.62-10.42.0.151-80-43194-6,SinkHoleMessage,1.31E+17,60.51.97.216,50712,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-10.42.0.1-37570-53-17,SinkHoleMessage,1.31E+17,175.136.207.44,58194,AS4788,204.95.99.109,5552,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,241,RECONNAISSANCE
10.42.0.211-74.6.105.9-43957-443-6,SinkHoleMessage,1.31E+17,113.210.136.209,11720,AS9534,204.95.99.109,88,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-40474-53-17,SinkHoleMessage,1.31E+17,115.135.243.189,57887,AS4788,204.95.99.109,86,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,lv||UsbV_B04A5BDF||USER-PC/user||MY||WIN_7 X86||4||No-AntiVirus||My Top 10 Sexiest Kpop Videos of 2014 So Far - YouTube - Google Chrome,RECONNAISSANCE
172.217.6.206-10.42.0.151-443-39681-6,SinkHoleMessage,1.31E+17,175.137.64.96,45313,AS4788,204.95.99.31,288,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.42-64.71.142.110-59725-443-6,SinkHoleMessage,1.31E+17,1.9.107.81,5642,AS4788,204.95.99.86,4442,Unknown,MY,11,Kuching,1.55,110.3333,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.12.194-10.42.0.42-443-42494-6,SinkHoleMessage,1.31E+17,175.139.91.107,62505,AS4788,204.95.99.109,1890,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,222,RECONNAISSANCE
10.42.0.211-104.196.173.14-58698-443-6,SinkHoleMessage,1.31E+17,60.51.88.171,51929,AS4788,204.95.99.109,102,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
192.229.173.173-10.42.0.151-80-59863-6,SinkHoleMessage,1.31E+17,210.186.166.41,2693,AS4788,204.95.99.109,333,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.1-10.42.0.42-53-59618-17,SinkHoleMessage,1.31E+17,175.136.93.196,55286,AS4788,204.95.99.109,7777,Unknown,MY,17,Putrajaya,2.9431,101.6994,0,0,POST /ready HTTP/1.0,DDOS
10.42.0.211-111.221.77.148-37546-40010-6,SinkHoleMessage,1.31E+17,60.53.116.85,29906,AS4788,204.95.99.142,86,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,DDOS
192.229.173.173-10.42.0.211-443-37573-6,SinkHoleMessage,1.31E+17,124.82.231.158,63174,AS4788,204.95.99.109,1890,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,191,DDOS
172.217.12.194-10.42.0.151-443-60732-6,SinkHoleMessage,1.31E+17,175.140.89.238,28312,AS4788,204.95.99.109,1998,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-65152-53-17,SinkHoleMessage,1.31E+17,183.171.174.75,49102,AS10030,204.95.99.31,2288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.65-10.42.0.42-443-55683-6,SinkHoleMessage,1.31E+17,118.101.203.38,20246,AS4788,204.95.99.31,105,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,WORMS
220.181.7.190-10.42.0.211-443-50540-6,SinkHoleMessage,1.31E+17,120.141.230.101,1679,AS38322,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.11.46-10.42.0.151-443-55348-6,SinkHoleMessage,1.31E+17,1.9.102.102,1880,AS4788,204.95.99.109,1888,Unknown,MY,4,Melaka,2.196,102.2405,0,0,lv0njxq80W0RM3_04A55EA00njxq80USA0njxq80WIN_7 X86 SP10njxq800.10njxq80IBCBET - Google Chrome,RECONNAISSANCE
10.42.0.151-10.42.0.1-7489-53-17,SinkHoleMessage,1.31E+17,203.106.158.203,13452,AS4788,204.95.99.31,288,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.211-10.42.0.1-27290-53-17,SinkHoleMessage,1.31E+17,203.106.153.204,1354,AS4788,204.95.99.109,7777,Unknown,MY,7,Bagan Serai,5.0108,100.541,0,0,POST /ready HTTP/1.1,WORMS
180.163.15.184-10.42.0.211-80-57707-6,SinkHoleMessage,1.31E+17,175.144.18.111,53525,AS4788,204.95.99.31,288,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
183.3.235.80-10.42.0.211-80-46028-6,SinkHoleMessage,1.31E+17,183.171.175.16,30451,AS10030,204.95.99.86,1176,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.6.234-10.42.0.211-443-35244-6,SinkHoleMessage,1.31E+17,202.184.111.90,64970,AS2042,204.95.99.109,1991,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-1465-53-17,SinkHoleMessage,1.31E+17,183.171.164.247,50834,AS10030,204.95.99.31,2288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-64.71.142.124-48180-443-6,SinkHoleMessage,1.31E+17,219.92.85.241,52736,AS4788,204.95.99.109,7777,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /ready HTTP/1.1,WORMS
10.42.0.211-104.192.110.245-53229-443-6,SinkHoleMessage,1.31E+17,118.100.19.116,56785,AS4788,204.95.99.31,105,Unknown,MY,1,Kota Tinggi,1.7381,103.8999,0,0,POST /is-ready HTTP/1.1,WORMS
180.149.153.234-10.42.0.211-80-56035-6,SinkHoleMessage,1.31E+17,120.138.86.60,59542,AS38199,204.95.99.109,85,Unknown,MY,12,Puchong,3.0167,101.6167,0,0,lv||UsbV_6EA34ADE||MASH/mash_man||MY||WIN_8 X64||2.5||Windows Defender||GAME OF THRONES S01E08 - The Pointy End - Watch Online For Free on TubePlus - Google Chrome,RECONNAISSANCE
203.205.158.54-10.42.0.151-80-58296-6,SinkHoleMessage,1.31E+17,175.142.87.115,19781,AS4788,204.95.99.31,2288,Unknown,MY,13,Jerteh,5.7336,102.4897,0,0,POST /is-ready HTTP/1.1,WORMS
183.79.250.123-10.42.0.211-80-35948-6,SinkHoleMessage,1.31E+17,115.133.17.176,58906,AS4788,204.95.99.6,1337,Unknown,MY,1,Ulu Tiram,1.5999,103.8214,0,0,"CLJGM[KN[BY1%9~Fggl~Kbe`qgCOHLFPC$RL\`lkl|z""8#s14s",WORMS
203.205.128.137-10.42.0.211-80-38166-6,SinkHoleMessage,1.31E+17,115.132.48.3,62121,AS4788,204.95.99.109,88,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
216.58.219.195-10.42.0.211-443-41090-6,SinkHoleMessage,1.31E+17,60.48.69.155,58693,AS4788,204.95.99.109,102,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
183.79.253.228-10.42.0.211-443-36039-6,SinkHoleMessage,1.31E+17,175.136.207.44,58195,AS4788,204.95.99.109,77,Unknown,MY,12,Seri Kembangan,3.0333,101.7167,0,0,lv|'|'|SGFjS2VkMjAxNF84NjQwQ0E1NA==|'|'|ROSNANI-WIN7|'|'|ROSNANI|'|'|2014-03-13|'|'|MYS|'|'|Win 7 Professional SP1 x64|'|'|No|'|'|0.5.0E|'|'|..|'|'||'|'|[endof],WORMS
172.217.10.234-10.42.0.42-443-55702-6,SinkHoleMessage,1.31E+17,175.139.64.254,50159,AS4788,204.95.99.86,1888,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,lv0njxq80~Torrent~_60ACB0E10njxq80MYS0njxq80WIN_7 X64 SP10njxq800.3.10njxq80N0njxq80TuneUp Automatic Maintenance,WORMS
10.42.0.211-52.94.232.32-36620-443-6,SinkHoleMessage,1.31E+17,118.100.205.121,53818,AS4788,204.95.99.109,100,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
174.36.210.53-10.42.0.151-5222-60900-6,SinkHoleMessage,1.31E+17,60.50.224.68,11433,AS4788,204.95.99.86,991,Unknown,MY,1,Johor Bahru,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,WORMS
239.255.255.250-10.42.0.1-1900-56185-17,SinkHoleMessage,1.31E+17,60.54.84.173,19367,AS4788,204.95.99.109,2233,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-16264-53-17,SinkHoleMessage,1.31E+17,219.92.235.39,51596,AS4788,204.95.99.109,1182,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,lv|'|'|SGFjS2VkXzI2OUQxNjA5|'|'|PCX|'|'|pre installer|'|'|2014-02-22|'|'|MYS|'|'|Win 7 Professional SP1 x86|'|'|Yes|'|'|0.5.0E|'|'|..|'|'||'|'|[endof],WORMS
10.42.0.151-10.42.0.1-11546-53-17,SinkHoleMessage,1.31E+17,175.144.183.119,58229,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.10.227-10.42.0.151-443-40921-6,SinkHoleMessage,1.31E+17,60.54.84.173,19368,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-2485-53-17,SinkHoleMessage,1.31E+17,1.9.98.136,2596,AS4788,204.95.99.109,88,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-104.244.43.195-40147-443-6,SinkHoleMessage,1.31E+17,175.144.39.231,54712,AS4788,204.95.99.86,1888,Unknown,MY,12,Klang,3.0333,101.45,0,0,lv0njxq80Mared\AMINB1TLM\Owner_7E6913430njxq80MYS0njxq80WIN_7 X86 SP00njxq800.3.20njxq80Y0njxq80,WORMS
10.42.0.211-123.125.29.138-40993-80-6,SinkHoleMessage,1.31E+17,183.171.167.182,24023,AS10030,204.95.99.109,333,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.202-10.42.0.151-443-39090-6,SinkHoleMessage,1.31E+17,1.9.96.190,7785,AS4788,204.95.99.109,333,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
10.42.0.151-31.13.71.52-37381-80-6,SinkHoleMessage,1.31E+17,113.210.160.216,18487,AS9534,204.95.99.109,3360,Unknown,MY,7,Kota Bharu,4.3988,101.0787,0,0,A,WORMS
10.42.0.211-104.192.110.245-59935-80-6,SinkHoleMessage,1.31E+17,210.187.148.112,50890,AS4788,204.95.99.109,258,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-53885-53-17,SinkHoleMessage,1.31E+17,110.159.28.104,62680,AS4788,204.95.99.109,333,Unknown,MY,11,Kuching,1.55,110.3333,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-123.125.29.220-48865-80-6,SinkHoleMessage,1.31E+17,219.92.234.26,1044,AS4788,204.95.99.86,4442,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-103.7.30.118-56695-80-6,SinkHoleMessage,1.31E+17,115.135.242.250,57260,AS4788,204.95.99.109,88,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,DDOS
10.42.0.42-106.39.169.66-58305-80-6,SinkHoleMessage,1.31E+17,14.1.198.187,58859,AS45960,204.95.99.109,81,Unknown,MY,6,Kuantan,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.6.202-10.42.0.211-443-41585-6,SinkHoleMessage,1.31E+17,60.48.251.19,53586,AS4788,204.95.99.66,5552,Unknown,MY,12,Petaling Jaya,3.0833,101.65,0,0,280,WORMS
216.58.217.100-10.42.0.211-443-57551-6,SinkHoleMessage,1.31E+17,113.210.7.77,12277,AS9534,204.95.99.31,288,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.151-10.42.0.1-13179-53-17,SinkHoleMessage,1.31E+17,118.101.152.243,52662,AS4788,204.95.99.31,105,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,WORMS
220.243.219.55-10.42.0.211-80-41302-6,SinkHoleMessage,1.31E+17,61.6.56.2,52717,AS2042,204.95.99.31,105,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.110-10.42.0.42-443-44937-6,SinkHoleMessage,1.31E+17,175.142.95.176,17665,AS4788,204.95.99.109,95,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,lv||UsbV_08B901DC||E5700-PC/E5700||MY||WIN_7 X86||5||No-AntiVirus||Inbox - fit@perfectholidaysborneo.com - Microsoft Outlook,WORMS
172.217.6.228-10.42.0.42-443-48537-17,SinkHoleMessage,1.31E+17,203.106.159.205,8529,AS4788,204.95.99.109,333,Unknown,MY,4,Melaka,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.11.46-10.42.0.151-443-46447-6,SinkHoleMessage,1.31E+17,113.23.139.129,49337,AS38182,204.95.99.26,4251,Unknown,MY,7,Kampar,4.3,101.15,0,0,GET /248653.functions HTTP/1.1,WORMS
10.42.0.42-104.208.28.54-50197-443-6,SinkHoleMessage,1.31E+17,119.40.112.64,51411,AS38868,204.95.99.109,82,Unknown,MY,12,Selangor,3.35,101.25,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.9.227-10.42.0.211-443-58474-6,SinkHoleMessage,1.31E+17,113.23.138.140,3131,AS38182,204.95.99.31,1920,Unknown,MY,1,Segamat,2.5148,102.8158,0,0,POST /is-ready HTTP/1.1,DDOS
172.217.10.74-10.42.0.151-443-57267-6,SinkHoleMessage,1.31E+17,175.140.207.188,56852,AS4788,204.95.99.109,7777,Unknown,MY,9,Penang,5.4112,100.3354,0,0,POST /ready HTTP/1.1,WORMS
202.77.129.161-10.42.0.211-80-35587-6,SinkHoleMessage,1.31E+17,175.140.36.186,64887,AS4788,204.95.99.31,288,Unknown,MY,13,Kuala Terengganu,5.3302,103.1408,0,0,POST /is-ready HTTP/1.1,RECONNAISSANCE
172.217.7.163-10.42.0.211-443-46406-6,SinkHoleMessage,1.31E+17,202.185.114.222,65089,AS132688,204.95.99.26,99,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
198.105.244.11-10.42.0.211-80-34100-6,SinkHoleMessage,1.31E+17,60.53.243.101,61990,AS4788,204.95.99.118,3360,Unknown,MY,4,Melaka,2.196,102.2405,0,0,A,WORMS
239.255.255.250-10.42.0.1-1900-51104-17,SinkHoleMessage,1.31E+17,124.13.70.51,52844,AS4788,204.95.99.109,7070,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,"!0|Black|*NeW*_61D035|Black|SERVER1-PC|Black|SERVER1|Black|USA|Black|Win 7 Ultimate SP1 x86|Black|No|Black|3.2.0 [ Legend Edition ]|Black||Black|Watch Teenage Mutant Ninja Turtles online - Watch Movies Online, Full Movies, Download Movie2k.to Movie4k.to - Google Chrome|Black|2014-04-21|Black|No|Black|[endof]",WORMS
10.42.0.42-14.204.144.144-48638-80-6,SinkHoleMessage,1.31E+17,115.132.194.49,59316,AS4788,204.95.99.31,288,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.42-123.125.115.164-53518-443-6,SinkHoleMessage,1.31E+17,60.50.79.175,2130,AS4788,204.95.99.86,1888,Unknown,MY,3,Kubang Kerian,6.0912,102.2794,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-52.84.29.154-55848-443-6,SinkHoleMessage,1.31E+17,210.186.54.22,5047,AS4788,204.95.99.109,88,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.1-10.42.0.42-53-38491-17,SinkHoleMessage,1.31E+17,124.13.75.188,64453,AS4788,204.95.99.130,9999,Unknown,MY,1,Skudai,1.5333,103.6667,0,0,V,WORMS
10.42.0.42-103.7.30.118-34287-80-6,SinkHoleMessage,1.31E+17,115.135.243.55,20874,AS4788,204.95.99.109,2211,Unknown,MY,7,Taiping,4.85,100.7333,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.106-10.42.0.151-443-34329-6,SinkHoleMessage,1.31E+17,113.210.9.102,19563,AS9534,204.95.99.31,105,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-66.198.24.225-49109-443-6,SinkHoleMessage,1.31E+17,113.210.134.30,48957,AS9534,204.95.99.26,99,Unknown,MY,12,Rawang,3.3213,101.5767,0,0,POST /is-ready HTTP/1.1,WORMS
205.185.216.42-10.42.0.211-80-41782-6,SinkHoleMessage,1.31E+17,210.186.59.126,2874,AS4788,204.95.99.109,3333,Unknown,MY,11,Kuching,1.55,110.3333,0,0,235,RECONNAISSANCE
182.22.25.124-10.42.0.151-443-40775-6,SinkHoleMessage,1.31E+17,115.132.125.114,55402,AS4788,204.95.99.31,333,Unknown,MY,12,Batu Caves,3.2333,101.6667,0,0,POST /is-ready HTTP/1.1,WORMS
169.47.5.234-10.42.0.42-443-39504-6,SinkHoleMessage,1.31E+17,113.210.11.236,50733,AS9534,204.95.99.26,99,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
180.163.15.184-10.42.0.211-80-45685-6,SinkHoleMessage,1.31E+17,183.171.172.190,11264,AS10030,204.95.99.109,7777,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /ready HTTP/1.1,WORMS
172.217.12.206-10.42.0.151-443-42518-6,SinkHoleMessage,1.31E+17,203.106.157.91,9871,AS4788,204.95.99.109,1998,Unknown,MY,1,Kluang,2.0251,103.3328,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.110-10.42.0.42-443-59835-6,SinkHoleMessage,1.31E+17,203.106.152.137,1209,AS4788,204.95.99.109,88,Unknown,MY,7,Ipoh,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.12.174-10.42.0.211-443-56112-6,SinkHoleMessage,1.31E+17,203.121.53.35,24615,AS9930,204.95.99.109,1177,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,FLz0IaZKg8+Q51KaJghjeHIU3efslDRcYjIgfo8wCMdZUzDTMuXevBtFpJMEY+4XDD7mqq2Jyu9RO4xhWpUY2Q==,WORMS
172.217.10.74-10.42.0.151-443-46702-6,SinkHoleMessage,1.31E+17,115.133.238.245,60783,AS4788,204.95.99.109,88,Unknown,MY,4,Melaka,2.196,102.2405,0,0,lv0njxq80TeeeeFa_322FDCD00njxq80ENDUSER-PC0njxq80End User0njxq800njxq80WIN_7 X86 SP00njxq800.4d0njxq80Y0njxq80--,DDOS
10.42.0.151-10.42.0.1-35797-53-17,SinkHoleMessage,1.31E+17,115.133.73.88,52489,AS4788,204.95.99.109,1177,Unknown,MY,16,Kota Kinabalu,5.9749,116.0724,0,0,sDJ6hMcMUQCjlHj4hHzUmvnCPsgY4XSaSUpXe5ENKKmVF/LxIQVHfRCHHeiAnCbP0UeGlud/rwA40U/Qrw26aA==,DDOS
174.35.73.198-10.42.0.151-80-39102-6,SinkHoleMessage,1.31E+17,123.136.106.239,2844,AS38466,204.95.99.109,7777,Unknown,MY,12,Shah Alam,3.0833,101.5333,0,0,POST /ready HTTP/1.1,WORMS
172.217.9.227-10.42.0.151-443-59219-6,SinkHoleMessage,1.31E+17,210.186.55.43,9046,AS4788,204.95.99.86,991,Unknown,MY,3,Kota Bharu,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,DDOS
172.217.12.195-10.42.0.42-443-47305-6,SinkHoleMessage,1.31E+17,175.141.77.244,49497,AS4788,204.95.99.26,1199,Unknown,MY,8,Kangar,6.4414,100.1986,0,0,POST /is-ready HTTP/1.1,DDOS
180.76.151.225-10.42.0.42-80-51634-6,SinkHoleMessage,1.31E+17,175.144.92.75,54554,AS4788,204.95.99.26,99,Unknown,MY,13,Marang,5.2056,103.2059,0,0,POST /is-ready HTTP/1.1,WORMS
209.85.232.188-10.42.0.151-5228-40628-6,SinkHoleMessage,1.31E+17,60.49.122.109,51402,AS4788,204.95.99.109,1991,Unknown,MY,12,Kajang,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-111.221.77.166-60774-40015-17,SinkHoleMessage,1.31E+17,49.236.193.2,62334,AS17971,204.95.99.109,2233,Unknown,MY,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,WORMS
10.42.0.211-10.42.0.1-13901-53-17,SinkHoleMessage,1.31E+17,210.48.156.54,16693,AS17971,204.95.99.109,95,Unknown,MY,13,Kemaman,4.2333,103.45,0,0,lv||Victim_2C1AB37D||FARED-PC/Fared||MY||WIN_7 X64||5||AVG Internet Security 2013||Pro Evolution Soccer 2013,WORMS
172.217.10.74-10.42.0.151-443-50127-6,SinkHoleMessage,1.31E+17,175.139.237.255,52399,AS4788,204.95.99.109,88,Unknown,MY,14,Kuala Lumpur,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,WORMS
172.217.3.110-10.42.0.151-443-56788-6,SinkHoleMessage,1.31E+17,175.145.119.13,52946,AS4788,204.95.99.31,288,Unknown,MY,5,Seremban,2.7297,101.9381,0,0,POST /is-ready HTTP/1.1,DDOS
